,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
430,1367.0,754.0,298.0,15.0,648.0,901.0,996.0,583.0,571,670.0,1212.0,317.0,1001,841.0,783.0,17.0,1263.0,556.0,2889.0,2072,1137.0,2195.0,80.0,3047,87.0,490.0,65.0,624.0,715.0,206.0,383,266.0,152.0,141.0,4650.0,374.0,508.0,464.0,2726.0,584.0,3084.0,87.0,431,117.0,262.0,2113.0,1224.0,132.0,20459.0,5835.0,6577.0,2028.0,2527.0,701.0,1783.0,544.0,858.0,2709.0,481.0,1571.0,3470.0,2006.0,3563.0,2303.0,260665,1180.0,716.0,823.0,2676.0,2125.0,362.0,209.0,1198.0,2818.0,431.0,2314.0,4462.0,1421.0,4546.0,7697.0,215.0,3732.0,1775,122.0,1326.0,3243.0,427.0,240.0,431.0,1168.0,2398.0,1726.0,5442.0,1019.0,206.0,1393.0,503.0,868.0,313.0,243.0
431,1371.0,782.0,346.0,6.0,695.0,860.0,979.0,537.0,602,692.0,1076.0,285.0,1073,1008.0,959.0,7.0,1307.0,481.0,2986.0,2027,896.0,2464.0,71.0,2830,63.0,627.0,88.0,747.0,816.0,299.0,317,348.0,143.0,212.0,4083.0,330.0,469.0,512.0,2940.0,522.0,3411.0,57.0,614,102.0,241.0,2639.0,1510.0,137.0,22297.0,4479.0,18102.0,3126.0,2617.0,936.0,1925.0,451.0,921.0,2949.0,531.0,1600.0,3082.0,1868.0,3670.0,2504.0,267866,1288.0,781.0,845.0,2888.0,1898.0,389.0,205.0,1360.0,2746.0,411.0,2179.0,4591.0,1515.0,4537.0,8535.0,277.0,4181.0,2135,165.0,1215.0,2990.0,450.0,107.0,488.0,1166.0,2431.0,4600.0,6102.0,1337.0,174.0,1289.0,579.0,563.0,327.0,372.0
432,1424.0,885.0,806.0,26.0,897.0,1273.0,1192.0,658.0,673,693.0,1199.0,292.0,1250,1194.0,1130.0,13.0,1443.0,577.0,3285.0,2069,917.0,2437.0,148.0,2939,109.0,688.0,84.0,802.0,1100.0,246.0,360,397.0,200.0,258.0,4633.0,383.0,515.0,519.0,2681.0,623.0,5025.0,78.0,573,123.0,333.0,4359.0,1486.0,186.0,27607.0,5600.0,25661.0,2909.0,2845.0,883.0,1993.0,605.0,938.0,3546.0,557.0,1802.0,2940.0,1904.0,3630.0,2432.0,265162,2099.0,839.0,912.0,3631.0,2252.0,426.0,275.0,1589.0,3236.0,517.0,2150.0,5044.0,1693.0,4678.0,10341.0,218.0,5202.0,3984,151.0,1326.0,2878.0,470.0,95.0,426.0,1062.0,3225.0,4391.0,7661.0,1317.0,244.0,1520.0,631.0,624.0,338.0,385.0
433,1431.0,974.0,1251.0,15.0,1193.0,1129.0,1110.0,658.0,783,839.0,1278.0,281.0,1254,1255.0,1165.0,14.0,1557.0,628.0,4433.0,2406,967.0,2984.0,122.0,2612,131.0,704.0,89.0,886.0,1403.0,192.0,418,460.0,247.0,166.0,6104.0,610.0,683.0,612.0,2167.0,742.0,5121.266666666666,94.0,454,129.0,360.0,7596.0,1283.0,280.0,36822.0,9333.0,26157.0,2546.0,2927.0,850.0,2125.0,471.0,1076.0,4035.0,521.0,1548.0,2809.0,1747.0,4540.0,2403.0,246967,1844.0,940.0,1130.0,4248.0,2225.0,505.0,282.0,1582.0,2874.0,433.0,2049.0,5146.0,1543.0,3368.0,10475.0,217.0,5087.0,5563,158.0,1193.0,3065.0,450.0,169.0,415.0,1215.0,3378.0,2792.0,9458.0,1012.0,363.0,1827.0,608.0,677.0,390.0,404.0
434,1519.0,1190.0,1193.0,14.0,964.0,1140.0,1327.0,731.0,850,928.0,1488.0,273.0,1425,1287.0,1416.0,13.0,1680.0,695.0,4582.0,2794,1512.0,2968.0,143.0,2639,105.0,716.0,71.0,972.0,1560.0,241.0,471,468.0,195.0,204.0,5299.0,533.0,635.0,716.0,2491.0,956.0,5217.533333333334,87.0,564,117.0,351.0,8496.0,1795.0,236.0,38971.0,6743.5,16505.0,4044.0,5065.0,1315.0,3974.0,790.0,1001.0,5110.0,588.0,1638.0,2776.0,2533.0,4341.0,2758.0,241061,1602.0,1078.0,936.0,3939.0,2147.0,518.0,198.0,1670.0,3045.0,396.0,2144.0,5399.0,1433.0,3723.0,10986.0,221.0,4406.0,5748,121.0,1236.0,2929.0,497.0,336.0,469.0,999.0,3773.0,2137.0,9480.0,839.0,229.0,1815.0,655.0,605.0,332.0,330.0
435,1754.0,1059.0,1320.0,20.0,971.0,1271.0,1009.0,690.0,760,942.0,1277.0,301.0,1169,980.0,1639.0,20.0,1447.0,671.0,6028.0,2416,1098.0,2119.0,117.0,2273,96.0,1501.0,72.0,766.0,1704.0,231.0,465,663.0,205.0,240.0,4994.0,561.0,641.0,629.0,2154.0,974.0,5313.8,83.0,533,107.0,312.0,12013.0,986.0,360.0,9397.0,4154.0,4933.0,2437.0,2961.0,910.0,2618.0,603.0,884.0,6732.0,506.0,1504.0,3663.0,1906.0,4457.0,2337.0,241156,1671.0,1039.0,923.0,3412.0,2140.0,545.0,440.0,1617.0,2885.0,413.0,2136.0,5279.0,1239.0,3791.0,10457.0,240.0,4078.0,5616,130.0,1133.0,3299.0,492.0,170.0,461.0,989.0,4085.5,1828.0,9947.0,1111.0,219.0,1980.0,667.0,580.0,368.0,606.0
436,1655.0,1249.0,1059.0,21.0,749.0,1068.0,901.0,604.0,774,848.0,1274.0,253.0,1141,957.0,2419.0,10.0,1504.0,585.0,4641.0,2294,875.0,1923.0,113.0,2325,91.0,1321.0,65.0,719.0,2257.0,273.0,390,564.0,209.0,225.0,3970.0,542.0,507.0,412.0,3102.0,765.0,5410.066666666667,70.0,590,113.0,323.0,12237.0,685.0,240.0,5300.0,2009.0,2863.0,2137.0,2419.0,748.0,1963.0,495.0,947.0,5153.0,548.0,1456.0,2729.0,1797.0,4124.0,2355.0,246688,1440.0,1106.0,1189.0,3229.0,2156.0,616.0,376.0,1568.0,3008.0,361.0,2006.0,5033.0,1317.0,3322.0,10228.0,211.0,3901.0,4661,123.0,1088.0,7253.0,456.0,234.0,427.0,882.0,4398.0,1810.0,8462.0,816.0,191.0,2578.0,658.0,560.0,411.0,429.0
437,1365.0,823.0,437.0,13.0,501.0,777.0,678.0,443.0,529,599.0,1318.0,249.0,866,703.0,1102.0,10.0,1134.0,451.0,3630.0,1794,705.0,1667.0,86.0,2318,73.0,440.0,67.0,578.0,3554.0,461.0,327,432.0,152.0,210.0,1968.0,391.0,356.0,357.0,2234.0,420.0,5506.333333333333,65.0,760,104.0,230.0,7654.0,539.0,189.0,3759.0,1344.0,2010.0,1451.0,1961.0,510.0,1643.0,400.0,771.0,3577.0,548.0,1493.0,2374.0,1585.0,3500.0,2090.0,287895,1181.0,1678.0,822.0,2663.0,2039.0,375.0,204.0,1292.0,2628.0,325.0,1918.0,4482.0,1153.0,2986.0,7340.0,242.0,3996.0,2008,130.0,1158.0,3947.0,399.0,145.0,389.0,932.0,2348.0,1777.0,6035.0,732.0,172.0,1384.0,464.0,588.0,397.0,194.0
438,1318.0,892.0,479.0,18.0,580.0,853.0,764.0,430.0,575,650.0,1309.0,242.0,865,855.0,2035.0,7.0,1177.0,433.0,7022.0,1790,653.0,1507.0,89.0,2282,79.0,534.0,66.0,649.0,7716.0,531.0,306,344.0,151.0,170.0,4782.0,475.0,435.0,350.0,2480.0,419.0,5602.6,50.0,820,124.0,238.0,6723.0,551.0,198.0,2898.0,997.0,1519.0,1506.0,1981.0,580.0,1497.0,477.0,813.0,3305.0,547.0,1604.0,3202.0,2040.0,3669.0,2103.0,284549,1209.0,1640.0,739.0,2926.0,1858.0,374.0,228.0,1291.0,2914.0,354.0,2010.0,4572.0,1216.0,2954.0,8215.0,232.0,4411.0,2499,192.0,1234.0,2833.0,390.0,100.0,468.0,968.0,2466.0,2403.6666666666665,6865.0,720.0,194.0,1765.0,551.0,609.0,4863.4,179.0
439,1762.0,975.0,1273.0,19.0,903.0,1255.0,1150.0,627.0,656,756.0,1396.0,259.0,931,785.0,2187.0,11.0,1422.0,498.0,7310.0,2112,980.0,1572.0,130.0,2440,69.0,836.0,53.0,766.0,10340.0,434.0,288,398.0,172.0,219.0,5484.0,528.0,545.0,371.0,3365.0,479.0,5698.866666666667,60.0,708,110.0,225.0,9556.0,630.0,267.0,3036.0,1039.0,1498.0,1956.0,2483.0,670.0,2034.0,436.0,854.0,4419.0,589.0,1842.0,2449.0,4676.5,3810.0,2185.0,262822,1322.0,1513.0,946.0,4042.0,1977.0,589.0,304.0,1419.0,2764.0,428.0,2113.0,4974.0,1247.0,3532.0,11161.0,276.0,5598.0,5514,164.0,958.0,3150.0,505.0,146.0,1214.0,1022.0,3421.0,3030.333333333333,9538.0,882.0,206.0,2540.0,619.0,595.0,5147.628571428571,299.0
440,1724.0,1038.0,1229.0,19.0,870.0,1209.0,1048.0,644.0,654,734.0,1351.0,240.0,1143,773.0,1702.0,17.0,1344.0,807.0,5155.0,2013,920.0,1633.0,171.0,2173,108.0,765.0,48.0,1091.0,8229.0,255.0,294,407.0,175.0,287.0,6186.0,647.0,550.0,406.0,3162.0,511.0,5795.133333333333,94.0,452,217.0,245.0,7614.0,793.0,422.0,2603.0,770.0,1543.0,1812.0,2463.0,659.0,1976.0,420.0,1099.0,4277.0,513.0,1588.0,2310.0,7313.0,4258.0,2209.0,256066,1434.0,1396.0,1179.0,3867.0,2137.0,696.0,345.0,1544.0,2790.0,407.0,2336.0,6689.0,1183.0,3046.0,11208.0,249.0,5679.0,5736,143.0,1016.0,2982.0,506.0,154.0,830.0,947.0,3557.0,3657.0,10128.0,715.0,202.0,2671.0,574.0,1084.0,5431.857142857142,359.0
441,1794.0,935.0,1255.0,13.0,911.0,1149.0,1052.0,634.0,721,807.0,1278.0,297.0,1204,731.0,1647.0,14.0,1499.0,812.0,5880.0,2709,1111.0,1647.0,171.0,2115,82.0,595.0,45.0,1326.0,11270.0,247.0,275,474.0,192.0,244.0,3552.0,752.0,517.0,365.0,2404.0,473.0,5891.4,75.0,320,266.0,246.0,9820.0,640.0,285.0,2386.0,772.0,1292.0,1780.0,2254.0,641.0,2117.0,430.0,813.0,3983.0,490.0,1415.0,2282.0,7189.0,4359.0,2353.0,250723,1381.0,1296.0,2136.0,3603.0,2058.0,1537.0,317.0,1468.0,2848.0,360.0,2064.0,5257.0,1168.0,3204.0,11202.0,242.0,5991.0,5697,166.0,994.0,2703.0,463.0,144.0,499.0,869.0,3449.0,2539.0,10033.0,779.0,244.0,2358.0,649.0,803.0,5716.085714285714,463.0
442,1862.0,925.0,1120.0,22.0,838.0,1103.0,1040.0,679.0,714,756.0,1420.0,315.0,1226,704.0,1591.0,21.0,1238.0,600.0,4514.0,2889,2719.0,1728.0,126.0,1942,112.0,663.0,64.0,1187.0,10388.0,156.0,275,559.0,186.0,214.0,2926.0,594.0,545.0,338.0,2118.0,405.0,5987.666666666667,91.0,352,451.0,249.0,10788.0,694.0,233.0,2510.0,779.0,1249.0,1629.0,2044.0,568.0,1924.0,458.0,892.0,4245.0,545.0,1339.0,2290.0,4182.0,5911.0,2183.0,248290,1331.0,1074.0,1050.0,3361.0,2127.0,1407.0,295.0,1460.0,2982.0,361.0,2262.0,6584.0,1093.0,2677.0,11281.0,239.0,5578.0,5300,104.0,926.0,2836.0,517.0,247.0,589.0,977.0,3256.0,2069.0,9756.0,710.0,212.0,2006.0,557.0,2121.0,6000.314285714286,387.0
443,1548.0,778.0,1000.0,12.0,669.0,958.0,823.0,485.0,744,748.0,1242.0,259.0,851,769.0,1375.0,28.0,1025.0,471.0,3745.0,2041,1140.0,1671.0,119.0,2133,98.0,505.0,50.0,956.0,9634.0,107.0,331,459.0,175.0,231.0,2422.0,536.0,464.0,306.0,2959.0,368.0,6083.933333333333,53.0,279,266.0,215.0,8624.0,649.0,194.0,2090.0,841.0,963.0,1532.0,1883.0,548.0,1865.0,406.0,818.0,4001.0,489.0,1325.0,2954.0,3214.0,4633.0,2278.0,254016,1418.0,1268.0,1079.0,3810.0,2047.0,1277.0,243.0,1471.0,2698.0,356.0,2274.0,5848.0,1067.0,2456.0,10080.0,198.0,5180.0,4778,117.0,934.0,2850.0,518.0,171.0,426.0,1150.0,3243.0,2007.0,8042.0,751.0,187.0,1781.0,534.0,2287.0,6284.5428571428565,287.0
444,1408.0,506.0,357.0,22.0,480.0,765.0,651.0,388.0,511,562.0,1122.0,251.0,608,707.0,1028.0,8.0,864.0,353.0,3074.0,1599,679.0,1495.0,64.0,2272,96.0,434.0,55.0,891.0,12712.0,84.0,246,593.0,174.0,160.0,1657.0,544.0,318.0,256.0,2217.0,286.0,6180.2,58.0,225,153.0,154.0,15483.0,477.0,133.0,2030.0,693.0,898.0,1255.0,1593.0,461.0,1291.0,322.0,678.0,3221.0,516.0,1606.0,2231.0,2814.0,3809.0,2240.0,286045,1289.0,897.0,1177.0,2692.0,2005.0,1147.0,157.0,1517.0,2740.0,397.0,2472.0,4929.0,984.0,2047.0,7555.0,237.0,5213.0,2067,130.0,1280.0,2690.0,438.0,96.0,428.0,939.0,2674.0,1852.0,6106.0,663.0,192.0,1272.0,469.0,959.0,6568.771428571428,188.0
445,1477.0,599.0,431.0,30.0,618.0,876.0,814.0,395.0,477,616.0,1206.0,221.0,729,653.0,1118.0,7.0,914.0,378.0,3105.0,1557,710.0,1420.0,104.0,2329,78.0,477.0,38.0,816.0,13684.0,86.0,349,915.0,177.0,161.0,2993.0,547.0,371.0,489.0,2040.0,383.0,6276.466666666667,103.0,206,124.0,148.0,15590.48,523.0,146.0,1828.0,618.0,926.0,1531.0,2101.0,541.0,1416.0,340.0,694.0,3237.0,516.0,1612.0,2363.0,2849.0,4152.0,2101.0,304815,1509.0,937.0,2126.0,2972.0,1843.0,780.0,234.0,1518.0,2806.0,373.0,2509.0,5237.0,1191.0,1974.0,8167.0,273.0,5580.0,3145,93.0,1123.0,2511.0,431.0,81.0,473.0,1108.0,2473.0,2591.0,7264.0,656.0,206.0,1356.0,630.0,1105.0,6853.0,171.0
446,1830.0,718.0,1144.0,29.0,759.0,1204.0,938.0,551.0,568,613.0,1156.0,350.0,956,786.0,1512.0,27.0,1120.0,494.0,4030.0,1822,777.0,1590.0,167.0,2282,91.0,649.0,52.0,928.0,12169.0,96.0,425,1064.0,237.0,194.0,4399.0,1004.0,549.0,551.0,1804.0,436.0,6372.733333333334,117.0,369,143.0,249.0,15697.96,618.0,183.0,2237.0,761.0,1120.0,1864.0,2662.0,676.0,1787.0,435.0,952.0,4398.0,821.0,2111.0,2657.0,2694.0,5349.0,2702.0,263944,1592.0,1117.0,2165.0,4947.0,1966.0,1286.0,330.0,1580.0,3861.0,359.0,2621.0,6459.0,1132.0,2659.0,11791.0,267.0,7012.0,5920,133.0,977.0,2636.0,525.0,118.0,486.0,1434.0,3427.0,3330.0,10133.0,796.0,306.0,1489.0,999.0,899.0,5865.0,341.0
447,1785.0,933.0,1330.0,15.0,691.0,1247.0,944.0,523.0,609,689.0,1162.0,300.0,878,797.0,1609.0,7.0,1126.0,391.0,3881.0,1729,594.0,1658.0,123.0,2222,112.0,646.0,56.0,857.0,6181.0,96.0,466,1051.0,159.0,183.0,4054.0,977.0,560.0,292.0,2039.0,376.0,6469.0,72.0,322,146.0,253.0,15805.44,659.0,212.0,2068.0,669.0,1054.0,1698.0,2123.0,599.0,1610.0,364.0,812.0,4449.0,715.0,1639.0,3215.0,2394.0,9715.0,2816.0,261154,1685.0,1066.0,1604.0,4392.0,2033.0,1216.0,313.0,1698.0,3035.0,444.0,4469.0,5700.0,1044.0,3092.0,12314.0,285.0,8631.0,6060,98.0,919.0,2830.0,474.0,104.0,479.0,1898.0,3358.0,4069.0,10295.0,812.0,226.0,1684.0,725.0,810.0,4550.0,354.0
448,1861.0,680.0,1329.0,13.0,775.0,1222.0,916.0,541.0,683,682.0,1191.0,247.0,863,790.0,1441.0,19.0,1047.0,415.0,3971.0,1523,678.0,1613.0,132.0,2052,96.0,638.0,42.0,2378.0,9923.0,76.0,330,1297.0,209.0,223.0,3709.0,966.0,596.0,382.0,1190.0,473.0,4507.0,62.0,214,135.0,229.0,15912.92,705.0,192.0,2223.0,674.0,1092.0,2068.0,2814.0,944.0,7365.0,907.0,821.0,4273.0,573.0,1554.0,3105.0,2771.0,9636.5,2515.0,258258,1518.0,980.0,1193.0,3488.0,2066.0,1127.0,786.0,1701.0,3441.0,414.0,5552.0,6111.0,924.0,4390.0,12452.0,291.0,10677.5,6113,104.0,839.0,2656.0,476.0,183.0,816.0,1221.0,3530.0,3044.0,9799.0,756.0,219.0,2011.0,714.0,1877.0,5481.0,1024.0
449,1649.0,686.0,1276.0,17.0,825.0,1401.0,932.0,561.0,652,891.0,1164.0,289.0,812,765.0,1556.0,18.0,1327.0,367.0,3911.0,2212,532.0,1565.0,129.0,2012,107.0,585.0,46.0,1275.0,11728.5,61.0,433,1125.0,353.0,179.0,3308.0,1008.0,1178.0,276.0,1835.0,306.0,4163.0,71.0,224,125.0,218.0,16020.4,657.0,197.0,2019.0,761.0,1079.0,1820.0,2673.0,753.0,5085.0,780.0,771.0,4803.0,636.0,1662.0,2167.0,2200.0,9558.0,2631.0,254170,1572.0,962.0,1131.0,3402.0,1959.0,1416.0,375.0,1682.0,3461.0,675.0,6779.0,5699.0,962.0,3456.0,12728.0,247.0,12724.0,5775,111.0,828.0,2269.0,475.0,190.0,811.0,1502.0,4003.0,2766.0,15054.0,783.0,274.0,1617.0,925.0,940.0,6412.0,355.0
450,1606.0,628.0,1057.0,8.0,743.0,1239.0,768.0,487.0,575,611.0,1113.0,227.0,747,788.0,1304.0,22.0,995.0,289.0,3955.0,1404,433.0,1574.0,125.0,2139,76.0,569.0,58.0,883.0,13534.0,66.0,395,810.0,203.0,222.0,3207.0,794.0,543.0,216.0,1799.0,260.0,2641.0,53.0,232,110.0,197.0,15346.0,567.0,235.0,1959.0,647.0,997.0,1516.0,1888.0,529.0,2569.0,533.0,861.0,3888.0,437.0,1600.0,2369.0,2099.0,6180.0,2664.0,258747,1611.0,1112.0,1060.0,2996.0,1987.0,1306.0,334.0,1697.0,3328.0,399.0,10379.0,5597.0,982.0,2522.0,10717.0,209.0,8768.0,4551,122.0,904.0,2517.0,517.0,160.0,461.0,1277.0,3561.0,2448.0,9447.0,810.0,249.0,1449.0,698.0,620.0,3348.0,252.0
451,1445.0,466.0,336.0,14.0,364.0,794.0,756.0,330.0,438,426.0,1075.0,267.0,596,616.0,946.0,16.0,711.0,279.0,3272.0,1141,464.0,1348.0,106.0,2337,116.0,545.0,97.0,789.0,7518.0,62.0,369,532.0,185.0,196.0,1996.0,571.0,435.0,186.0,1678.0,220.0,1918.0,52.0,153,106.0,128.0,7867.0,409.0,118.0,1935.0,799.0,861.0,1223.0,1352.0,387.0,1383.0,327.0,690.0,2880.0,497.0,1643.0,1965.0,2710.0,4314.0,2474.0,294506,1498.0,898.0,672.0,2528.0,1871.0,732.0,170.0,1378.0,2890.0,400.0,6044.0,4510.0,928.0,2242.0,7334.0,206.0,7262.0,2018,91.0,965.0,2589.0,557.0,166.0,384.0,1173.0,3055.5,2082.0,6265.0,619.0,207.0,1320.0,539.0,587.0,1977.0,172.0
452,1682.0,530.0,439.0,10.0,387.0,945.0,655.0,320.0,490,412.0,1636.0,255.0,637,596.0,1129.0,12.0,814.0,286.0,3723.0,1151,447.0,1328.0,80.0,2445,100.0,616.0,64.0,1049.0,12719.0,73.0,442,1013.0,194.0,183.0,3676.0,669.0,494.0,247.0,907.0,307.0,2116.0,138.0,199,116.0,143.0,10147.0,524.0,147.0,1867.0,659.0,980.0,1175.0,1483.0,399.0,1299.0,391.0,695.0,3052.0,577.0,1800.0,2722.0,2113.0,4304.0,2440.0,302524,1440.0,818.0,814.0,2646.0,1843.0,602.0,473.0,1461.0,2983.0,360.0,5213.0,4664.0,1012.0,2229.0,8279.0,265.0,7648.0,2405,75.0,969.0,2544.0,472.0,110.0,539.0,1497.0,2550.0,2662.0,7989.0,689.0,232.0,1554.0,650.0,1613.0,2226.0,185.0
453,1901.0,766.0,1319.0,22.0,595.0,1379.0,871.0,394.0,553,508.0,1158.0,245.0,778,806.0,1513.0,19.0,925.0,334.0,7781.0,1371,542.0,1533.0,166.0,2178,104.0,827.0,59.0,869.0,10517.0,71.0,385,754.0,219.0,234.0,3729.5,801.0,672.0,263.0,999.0,364.0,2571.0,98.0,267,150.0,220.0,12427.0,614.0,194.0,2338.0,793.0,1288.0,1534.0,1779.0,545.0,1621.0,360.0,796.0,4076.0,606.0,2076.0,2172.0,2376.0,4635.0,2614.0,272248,1746.0,1101.0,1076.0,3305.0,2012.0,870.0,398.0,2370.0,3233.0,512.0,4410.0,5688.0,1002.0,2792.0,11397.0,259.0,7847.0,5729,133.0,883.0,2858.0,545.0,222.0,536.0,1508.0,3622.0,3242.0,9912.0,733.0,219.0,1845.0,780.0,1071.0,6610.0,275.0
