Date,"""Weird_Al""_Yankovic_en.wikipedia.org_desktop_all-agents",100_metres_en.wikipedia.org_desktop_all-agents,10_Gigabit_Ethernet_en.wikipedia.org_desktop_all-agents,1551_en.wikipedia.org_desktop_all-agents,1896_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1918_flu_pandemic_en.wikipedia.org_desktop_all-agents,1936_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1976_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1980_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1984_Summer_Olympics_en.wikipedia.org_desktop_all-agents,1989_(Taylor_Swift_album)_en.wikipedia.org_desktop_all-agents,1999_(Prince_album)_en.wikipedia.org_desktop_all-agents,2000_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2002_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2003_invasion_of_Iraq_en.wikipedia.org_desktop_all-agents,2007_tuberculosis_scare_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2008_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2012_Benghazi_attack_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2012_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2014_FIFA_World_Cup_en.wikipedia.org_desktop_all-agents,2015_NCAA_Men's_Division_I_Basketball_Tournament_en.wikipedia.org_desktop_all-agents,2015_in_film_en.wikipedia.org_desktop_all-agents,2016_Asia_Cup_en.wikipedia.org_desktop_all-agents,2016_Democratic_National_Convention_en.wikipedia.org_desktop_all-agents,2016_European_Men's_Handball_Championship_en.wikipedia.org_desktop_all-agents,2016_FIFA_Club_World_Cup_en.wikipedia.org_desktop_all-agents,2016_FIFA_Futsal_World_Cup_en.wikipedia.org_desktop_all-agents,2016_Giro_d'Italia_en.wikipedia.org_desktop_all-agents,2016_ICC_World_Twenty20_en.wikipedia.org_desktop_all-agents,2016_IIHF_World_Championship_en.wikipedia.org_desktop_all-agents,2016_Indian_Premier_League_en.wikipedia.org_desktop_all-agents,2016_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2016_NFL_Draft_en.wikipedia.org_desktop_all-agents,2016_NHL_Entry_Draft_en.wikipedia.org_desktop_all-agents,2016_Republican_National_Convention_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_closing_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_medal_table_en.wikipedia.org_desktop_all-agents,2016_Summer_Olympics_opening_ceremony_en.wikipedia.org_desktop_all-agents,2016_Summer_Paralympics_en.wikipedia.org_desktop_all-agents,2016_Thomas_&_Uber_Cup_en.wikipedia.org_desktop_all-agents,2016_Tour_de_France_en.wikipedia.org_desktop_all-agents,2016_UEFA_Europa_League_Final_en.wikipedia.org_desktop_all-agents,2016_United_States_men's_Olympic_basketball_team_en.wikipedia.org_desktop_all-agents,2016_World_Cup_of_Hockey_en.wikipedia.org_desktop_all-agents,2017_FIFA_Confederations_Cup_en.wikipedia.org_desktop_all-agents,2017_NBA_All-Star_Game_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(CONMEBOL)_en.wikipedia.org_desktop_all-agents,2018_FIFA_World_Cup_qualification_(UEFA)_en.wikipedia.org_desktop_all-agents,2018_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2020_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2022_Winter_Olympics_en.wikipedia.org_desktop_all-agents,2024_Summer_Olympics_en.wikipedia.org_desktop_all-agents,2028_Summer_Olympics_en.wikipedia.org_desktop_all-agents,3_Doors_Down_en.wikipedia.org_desktop_all-agents,4K_resolution_en.wikipedia.org_desktop_all-agents,58th_Annual_Grammy_Awards_en.wikipedia.org_desktop_all-agents,88th_Academy_Awards_en.wikipedia.org_desktop_all-agents,A.C._Milan_en.wikipedia.org_desktop_all-agents,A.J._Styles_en.wikipedia.org_desktop_all-agents,AC/DC_en.wikipedia.org_desktop_all-agents,AK-47_en.wikipedia.org_desktop_all-agents,AMGTV_en.wikipedia.org_desktop_all-agents,AR-15_en.wikipedia.org_desktop_all-agents,A_Monster_Calls_(film)_en.wikipedia.org_desktop_all-agents,A_Series_of_Unfortunate_Events_en.wikipedia.org_desktop_all-agents,A_Song_of_Ice_and_Fire_en.wikipedia.org_desktop_all-agents,Aamir_Khan_en.wikipedia.org_desktop_all-agents,Aaron_Lewis_en.wikipedia.org_desktop_all-agents,Aberfan_disaster_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Actor_en.wikipedia.org_desktop_all-agents,Academy_Award_for_Best_Picture_en.wikipedia.org_desktop_all-agents,Adam_Johnson_(footballer)_en.wikipedia.org_desktop_all-agents,Adam_Levine_en.wikipedia.org_desktop_all-agents,Adele_en.wikipedia.org_desktop_all-agents,Adewale_Akinnuoye-Agbaje_en.wikipedia.org_desktop_all-agents,Adobe_Photoshop_en.wikipedia.org_desktop_all-agents,Adolf_Hitler_en.wikipedia.org_desktop_all-agents,Agent_Carter_(season_2)_en.wikipedia.org_desktop_all-agents,Agents_of_S.H.I.E.L.D._en.wikipedia.org_desktop_all-agents,Agile_software_development_en.wikipedia.org_desktop_all-agents,Ahrar_ash-Sham_en.wikipedia.org_desktop_all-agents,Airlift_(film)_en.wikipedia.org_desktop_all-agents,Akshay_Kumar_en.wikipedia.org_desktop_all-agents,Aladdin_Sane_en.wikipedia.org_desktop_all-agents,Alan_Colmes_en.wikipedia.org_desktop_all-agents,Alan_Thicke_en.wikipedia.org_desktop_all-agents,Alan_Tudyk_en.wikipedia.org_desktop_all-agents,Alaska_en.wikipedia.org_desktop_all-agents,"Albert,_Prince_Consort_en.wikipedia.org_desktop_all-agents",Albert_Einstein_en.wikipedia.org_desktop_all-agents,Albus_Dumbledore_en.wikipedia.org_desktop_all-agents,Alex_(parrot)_en.wikipedia.org_desktop_all-agents,Alex_Jones_(radio_host)_en.wikipedia.org_desktop_all-agents,Alexander_I_of_Russia_en.wikipedia.org_desktop_all-agents,Alexandre_Pato_en.wikipedia.org_desktop_all-agents,Alexis_Arquette_en.wikipedia.org_desktop_all-agents,Alexis_Ohanian_en.wikipedia.org_desktop_all-agents
2016-03-15,1605,951,1411,20,499,1626,1012,383,519,559,2461,213,612,1092,1758,10,994,118,8052,1873,500,2757,19444,6566,1756,3480,109,855,259,242,34273,302,1597,521,329,760,5406,55,4,279,198,110,326,534,318,349,456,113,1705,670,328,930,1285,454,1139,299,1628,3636,1066,6539,2128,2900,11944,2855,39,1736,463,3632,5086,4374,358,257,2790,4776,1538,4286,8998,1318,2910,17784,1859,6931,6090,516,2159,2255,760,150,441,1418,4317,954,16628,770,341,1270,777,1730,490,299
2016-03-16,1581,814,1450,16,529,1479,963,405,488,561,2270,274,755,1192,1833,25,1021,161,7926,1790,513,3217,20168,6217,1320,7728,100,1233,280,189,30671,239,1101,542,326,826,15115,66,6,244,221,82,330,611,311,318,484,78,1874,684,334,935,1350,462,1020,302,1366,3672,1106,6312,2556,1943,10275,2804,53,1697,516,2163,4542,2191,360,236,2773,4649,764,3797,8843,1146,2740,17865,1773,12754,6335,329,2114,4542,791,127,443,1882,3951,954,13048,683,380,1147,761,2239,424,248
2016-03-17,1411,878,1348,9,469,1427,1001,380,482,547,2336,227,724,1141,1752,20,923,125,6043,1633,429,3061,23651,6474,896,4183,97,1167,318,182,23207,255,1495,492,324,785,7616,55,3,209,170,67,235,1324,315,325,547,106,1848,845,338,883,1380,480,1021,317,1309,3535,1112,5914,2403,2702,6635,2656,40,1697,479,1294,4350,2135,362,1543,2744,4654,747,3453,10564,1112,2693,17798,1608,7703,5839,431,2423,2238,709,166,399,1347,3808,983,11944,732,342,1443,724,2851,435,246
2016-03-18,1365,836,1161,13,449,1272,938,633,4982,804,2253,196,602,1013,1586,15,967,123,6635,1817,470,2703,9252,6817,935,3098,134,990,225,160,26193,255,1236,468,231,617,5532,53,9,247,175,71,236,2174,398,328,500,91,1944,1166,348,825,1196,495,1014,318,1209,3524,921,5725,2191,2817,5943,2651,32,1637,402,1142,4139,1923,338,367,2523,4372,1448,4751,9830,1313,2375,16195,1586,6202,4786,270,2058,2110,708,152,364,1246,3486,1255,8805,721,325,1267,624,1478,412,253
2016-03-19,1237,565,357,11,343,887,641,332,396,384,2219,266,491,963,1422,9,793,78,4369,1391,441,2414,6643,7077,1294,1974,187,755,246,152,24050,199,1044,401,210,545,3009,39,6,150,154,48,174,446,286,217,671,68,1818,788,310,610,989,401,868,303,1078,2867,923,6456,1838,2085,4798,2238,39,1625,444,911,3453,1769,257,146,2346,4633,1194,3804,8332,1173,1825,9178,1582,5849,2159,212,2109,1961,618,160,312,1235,2581,811,6264,825,235,1344,626,1647,482,216
2016-03-20,1336,634,432,15,343,1000,766,318,463,456,2408,273,552,869,1985,11,809,99,3522,1535,376,2378,5210,7560,814,1999,140,742,260,170,19018,275,1201,376,225,629,3069,43,5,166,155,54,189,344,272,251,465,82,2086,1191,419,768,1182,444,1050,332,1068,2754,956,6171,2355,1836,5165,2413,18,1668,421,1253,4652,1823,297,212,2529,5064,1003,3224,8647,1326,2008,10451,1731,6668,2620,180,2207,1971,652,90,381,1570,2826,904,6956,702,215,1326,553,970,428,270
2016-03-21,1482,858,1334,24,488,1532,1090,444,713,620,2313,272,1220,1158,2098,19,1017,167,5544,1965,510,2986,6847,6443,758,2674,137,705,375,251,26226,326,1910,486,330,839,4483,64,6,266,209,804,301,398,592,326,645,122,4154,2420,622,1066,1502,575,1333,379,1201,3954,869,5354,2347,1880,5743,2680,26,1934,476,1316,4890,1919,380,237,2791,4972,1033,4372,10228,1414,2476,15551,1605,6656,6155,223,2185,2224,848,174,537,1547,3992,957,9688,754,317,1433,859,967,490,325
2016-03-22,1337,819,1388,16,487,1428,995,399,567,539,2388,261,1719,1443,2576,18,894,126,4511,1649,466,3119,2908,6392,720,2222,99,685,848,192,26927,315,1683,605,308,856,3564,66,6,234,213,365,289,318,396,325,699,345,4092,2824,661,890,1250,455,1150,322,1120,3929,841,4828,2073,3200,5351,4165,35,2053,434,2853,4588,1863,385,189,2549,4672,814,3609,8792,1342,2482,15427,1422,6741,5698,261,2136,2238,832,151,414,1229,4296,894,9559,638,1496,1434,817,792,440,557
2016-03-23,1394,731,1378,15,524,1419,919,432,454,493,2281,253,1063,1213,2491,16,881,131,3997,1583,604,3143,2051,6458,1304,7229,119,694,722,234,35141,328,1511,812,279,814,4604,51,4,220,187,180,302,301,360,313,718,1074,5150,3770,797,864,1263,506,1060,315,1060,3716,867,4686,2041,2034,6054,4100,28,1728,412,1452,4412,1911,408,198,2387,4377,868,3461,9685,1440,2288,14920,1423,15688,5328,232,2806,2427,797,211,429,1415,3898,886,8791,717,423,1493,1272,721,468,336
2016-03-24,1367,784,1171,18,500,1187,3493,452,688,595,2459,256,764,1321,1948,48,966,183,3943,2141,866,3555,2406,6977,1006,1976,131,703,358,152,21312,311,1597,508,307,664,2848,47,11,201,197,149,303,272,378,265,795,248,17459,10585,1376,885,1326,489,1178,357,1033,3737,768,4804,1999,1627,15715,3667,34,1743,397,1013,4310,2197,379,295,2453,4624,35157,3239,8101,1492,2366,12679,1273,9643,4559,242,3863,2512,762,184,378,1239,3938,889,8968,678,305,1433,763,714,677,289
2016-03-25,1304,616,838,30540,389,982,1530,516,437,568,2022,254,584,1374,1549,21,823,109,2817,1853,623,3455,3661,6931,782,1724,67,633,315,189,27666,352,1870,463,284,627,2347,40,7,153,150,90,285,159,450,207,901,328,17086,17989,1747,713,1087,510,1036,296,943,3165,868,5004,1666,1946,9687,3127,32,1639,383,919,4116,3123,320,129,2503,4773,13151,2776,7338,1923,2353,9961,1412,8184,3124,224,4579,4768,689,157,385,1114,2753,865,6961,818,316,1186,657,610,476,222
2016-03-26,1189,532,370,94296,291,1066,595,315,388,378,1999,220,501,1531,1385,17,771,108,2824,1533,453,4292,3205,7272,653,1989,130,651,325,152,25485,283,1955,359,226,727,1899,39,8,161,166,84,250,112,278,209,1167,161,17789,13133,1943,656,1034,451,928,286,866,2675,766,4966,1494,1790,6298,3146,35,1498,356,761,3920,2993,307,140,2276,4533,4687,2563,7764,1718,1989,8787,1227,7320,2004,224,5979,5121,669,109,360,1392,3517,745,5720,715,248,1090,543,577,375,196
2016-03-27,1198,605,362,32557,296,900,653,333,416,400,1934,205,591,1392,1465,12,789,115,2248,1701,426,3569,2923,7774,685,3070,133,576,271,209,30916,254,1833,367,214,733,2311,41,6,142,189,81,278,130,311,190,938,111,7481,4624,1098,636,958,438,829,303,841,2669,753,5236,1531,1706,5169,2986,31,1457,405,1495,4364,2164,276,138,2198,4631,2641,2546,7721,1839,1905,8981,1228,6893,2091,256,5119,3476,649,115,366,1583,4536,800,5667,971,323,991,507,656,522,198
2016-03-28,1338,705,968,18,437,1304,896,389,593,566,2170,213,705,1461,1814,22,949,296,3185,1749,541,3817,5122,7481,838,2935,151,663,308,220,31255,406,4778,460,380,1082,3005,45,5,261,192,103,435,228,372,271,1019,152,8776,5989,1348,1271,1322,470,1121,289,964,3563,842,4858,1754,2171,8156,2808,49,2123,439,1099,5868,2217,368,175,2724,4746,7903,3245,8441,2269,2440,12291,1463,8248,4988,296,4436,2942,775,146,456,1582,4722,1069,8494,936,5721,1230,699,821,553,287
2016-03-29,1402,840,1271,12,501,1471,973,554,534,546,2350,217,700,2099,1885,20,1058,157,3253,2057,647,5509,1901,6503,626,2662,96,925,287,235,18148,434,3580,540,372,952,2921,51,10,273,223,119,363,303,888,325,1743,210,33495,13423,2588,1280,1509,561,1209,348,1318,3886,793,4213,2070,4222,8267,2843,29,1752,471,1052,5325,1964,598,189,2556,4246,4290,3388,8603,2056,2462,15761,1236,7853,5978,465,3797,2257,775,157,509,1333,4819,1393,8611,1060,414,1201,697,1163,511,308
2016-03-30,1517,712,1438,17,579,1332,1012,475,612,654,2202,250,904,1992,1818,18,1047,149,3313,2121,650,5547,1388,6138,592,2436,101,994,334,248,24999,560,3271,485,314,904,3351,77,14,341,235,77,369,248,821,333,1971,272,33924,30475,3395,1143,1699,611,1456,459,889,3964,810,4256,1739,2641,7246,2785,44,1643,417,1082,5346,1778,477,163,2453,3988,3344,3547,10683,1787,2529,14842,1188,11659,5704,372,3297,2179,720,149,511,1325,4698,898,9589,1000,374,1123,719,878,427,286
2016-03-31,1367,777,1245,13,519,1242,889,482,607,651,2410,247,773,1460,2215,17,1053,138,3003,2048,534,3895,1351,5889,639,2350,103,761,325,211,31509,522,3856,495,233,862,3339,56,11,262,206,103,347,242,525,313,1010,127,8296,4618,1261,1088,1805,612,1370,570,931,3738,804,3620,1733,2237,7514,3027,65,1727,402,973,4868,1834,355,193,2190,3800,2552,2948,10021,1792,2398,13879,1082,7171,5383,283,2988,2070,730,242,606,1179,4067,799,8601,837,353,1135,622,879,463,323
2016-04-01,1366,842,1034,20,448,1092,1152,632,638,936,2329,213,1130,1341,1888,18,1700,128,2642,3057,472,4889,1239,6350,553,2044,105,589,268,222,15035,497,5120,474,314,816,2521,30,9,214,249,76,262,229,405,296,745,109,4468,2939,718,1061,1553,523,1066,348,893,4126,728,3603,2054,3168,6725,2553,51,1627,419,962,5026,2501,416,186,2138,3630,1597,2732,8987,1978,2365,13476,1085,5931,4697,262,3388,3234,756,206,612,1346,4128,912,7561,845,321,1110,663,1025,406,384
2016-04-02,1171,1262,437,25,417,1112,1192,965,994,1306,2200,257,2517,2325,2661,14,4470,121,2225,10864,408,5325,1566,6758,375,1766,118,610,194,143,7666,429,3300,373,151,837,1867,40,9,185,331,58,190,188,261,211,715,70,3240,1436,501,884,1198,464,838,250,952,2868,645,4016,6661,3615,6322,2583,60,1487,366,810,4428,3365,350,158,2474,5025,1269,3066,8739,1683,2391,14864,1169,5853,2074,498,4102,4966,694,179,501,1416,10260,1610,7606,746,388,1005,1268,13978,422,278
2016-04-03,1251,552,618,14,442,1290,862,439,489,530,2425,206,851,3045,4012,8,1432,120,2364,1842,425,6105,2133,6777,414,2114,121,594,217,237,20909,483,4608,406,164,945,2132,48,8,191,306,98,300,231,294,200,618,108,2792,1114,428,1151,1276,619,1152,375,1265,2900,745,4044,10205,6572,6773,2393,92,1439,417,885,5632,2342,417,150,3226,5821,1836,3509,8982,1876,2645,18638,1240,6406,2606,343,3741,2779,732,198,676,1548,14303,2201,10089,941,338,1119,1595,4757,494,302
2016-04-04,1442,851,1261,11,657,1450,1208,551,579,648,2950,245,834,2491,3272,24,1333,135,2667,2455,617,4819,2316,6063,397,2584,146,770,310,333,21320,702,8960,509,338,1026,3193,63,10,306,319,96,429,335,467,264,776,134,2826,1113,451,1404,2000,836,1837,491,1125,3818,793,3564,5489,8401,6528,2837,67,1630,442,975,7099,2146,466,288,2841,5170,1290,3678,9235,1915,2814,20268,1083,6742,6271,418,3024,2674,810,174,655,1559,11231,1744,11433,980,295,1142,1395,2981,562,379
2016-04-05,1846,819,1420,20,17985,1523,1186,559,682,742,2296,229,1136,2865,3866,17,1455,176,2686,2442,721,4705,5834,5787,309,2375,164,909,335,266,8578,852,8995,390,357,1100,2883,54,10,290,319,89,353,551,352,286,647,134,2526,863,476,1283,1713,659,1545,476,1182,3903,730,3175,5089,10649,6767,4001,71,1677,482,1071,6084,2595,508,381,2596,4612,2157,3358,9820,1635,3047,22213,1007,7357,5890,458,2633,3375,847,177,642,1312,12269,1941,12051,962,294,1206,1566,2030,470,722
2016-04-06,1451,1101,1476,30,472167,1661,4903,1779,2044,2131,2898,239,2320,2838,3926,29,2933,359,2641,5198,1410,5126,1636,5613,278,4474,242,1587,345,305,5367,684,10120,396,333,1121,5399,102,26,583,411,89,389,469,463,346,798,120,2441,1145,414,3028,5397,1710,4698,1760,1187,3906,726,3124,5337,6161,4860,2890,76,1720,444,1212,5676,3348,475,234,2764,4600,943,3412,8802,1575,3634,23457,1065,13390,5689,427,2625,4737,801,256,594,1465,12949,2074,12259,983,371,1352,1543,1243,479,469
2016-04-07,1458,793,1341,22,28724,1455,1271,538,655,761,3027,254,883,1428,1737,23,1203,178,2584,2208,614,3644,699,5528,275,2477,218,1098,274,312,3739,654,9707,386,365,1578,3179,76,8,281,218,100,386,920,344,286,600,211,3293,886,523,1278,2238,768,1644,501,843,3797,712,3153,2246,5037,5151,2669,51,1753,1666,1289,5277,1948,433,219,2068,3556,1151,3006,7947,1463,2556,15031,889,8284,5792,303,2578,4140,648,173,472,12944,4273,943,9888,738,287,1684,653,984,393,391
2016-04-08,1328,716,1083,20,1502,1115,909,379,487,514,2609,208,648,1214,1690,19,928,119,2470,1741,475,3027,560,6360,251,1950,474,820,287,279,2979,658,10694,457,314,1407,2379,50,7,259,204,88,307,871,429,260,564,159,2399,630,380,845,1668,516,1240,335,839,3479,688,3186,2301,5074,5316,2473,46,1759,1119,1022,5238,1853,448,177,1850,3568,1121,2772,7340,1271,2363,13865,868,6367,5108,374,2770,3441,740,147,414,6971,3801,888,8276,745,259,1311,596,1176,495,368
2016-04-09,1242,514,464,27,1340,802,689,346,377,505,2494,215,534,999,4487,9,1328,135,2002,1596,362,2606,312,6638,593,1752,560,714,244,221,2507,536,12885,366,209,1245,2000,39,10,215,180,91,245,243,356,243,507,163,1826,507,302,824,1700,532,1297,395,747,2602,617,3623,2751,3719,4111,2333,39,1507,637,733,4903,1833,299,162,1690,3415,1144,2959,6398,1328,1838,10561,817,5721,2219,373,3126,2478,635,146,389,3535,2775,899,7643,706,190,999,509,1854,386,287
2016-04-10,1253,599,463,29,859,965,860,371,396,445,2340,218,587,1104,1429,17,973,142,2388,1820,458,2521,300,6706,359,2163,789,770,267,358,1974,762,9532,417,178,2908,2233,54,10,275,166,129,535,318,259,287,508,328,1970,487,304,859,1446,480,1356,398,747,2770,608,3715,2152,3219,5025,2228,53,1544,634,1309,5026,1920,292,178,1964,3652,1288,2949,6672,1665,2131,11001,970,6243,2886,339,3025,2369,622,93,386,2786,2976,959,7256,780,227,1008,603,1101,571,488
2016-04-11,1452,862,1278,25,1173,1424,1075,454,566,591,2311,228,740,1279,1855,19,1152,187,3270,2163,616,3174,370,5820,185,2897,368,807,332,425,1631,1094,12750,713,338,2763,3842,53,6,289,241,142,391,551,497,375,642,221,2429,505,363,1165,1834,655,1494,430,836,3776,702,3623,2580,3236,4935,2658,34,2095,680,1213,7946,2006,418,246,2278,3867,1027,3000,6987,9854,2739,16917,928,6562,5665,338,2579,2168,735,130,445,2598,3934,1156,10695,2006,371,1344,768,815,571,545
2016-04-12,1425,884,1453,37,1155,1393,1243,492,559,780,2254,237,753,1420,1968,17,1070,187,2670,1904,559,3536,342,5255,324,2549,186,1178,1539,379,1629,1305,10659,470,398,2196,3534,74,4,350,220,122,424,637,429,385,834,213,6635,804,608,994,1660,571,1364,380,943,3607,689,3301,5646,7033,4967,2852,44,1687,1397,1009,8404,2119,439,349,1948,3524,1737,3076,7665,4548,2665,17083,748,6780,5827,258,2106,2167,743,104,526,1924,4012,1033,10223,1394,287,1075,607,868,449,543
2016-04-13,1452,859,1364,22,999,1487,1288,524,596,664,3263,222,758,1242,1866,20,1274,163,2341,2115,563,3388,300,5146,286,2394,174,1644,1169,378,1809,1016,9339,513,371,1573,3345,70,9,364,240,151,389,1018,502,302,670,160,3349,651,436,930,1553,514,1249,398,860,3776,706,2734,3383,4040,4968,2853,43,1616,1309,947,6986,2104,697,319,1975,3569,965,3249,6935,4421,2711,16405,931,13185,6065,292,2067,2155,1211,113,449,1528,3840,997,9873,1020,345,1104,652,767,506,413
2016-04-14,1331,876,1334,24,967,1385,1174,455,584,711,3468,230,809,1222,1845,21,1342,170,2418,2349,554,3068,272,5010,251,2004,295,1531,716,335,2179,915,8218,1047,755,1181,2494,75,6,347,254,140,352,4076,858,353,659,249,2265,545,441,938,1471,576,1988,452,813,3510,660,2794,2868,3219,4863,2415,35,1851,744,897,6594,1959,424,244,1663,3246,775,3750,6884,3283,2733,16646,727,8322,5577,248,2083,2186,760,114,400,1345,4109,1049,9359,917,345,1018,719,695,521,524
2016-04-15,1745,824,1118,12,1206,1112,1027,357,563,686,2792,292,708,1028,1543,12,1267,148,2688,2058,559,2691,212,5218,206,1950,130,1342,523,324,1257,1086,7188,691,527,1016,2275,59,11,261,208,139,316,10338,466,414,536,349,1639,480,363,785,1405,493,1614,388,805,3267,620,2788,2965,3378,5050,2483,41,2311,654,857,6936,2054,391,226,1913,3444,666,4926,6429,2475,2407,15309,709,6296,4846,220,2236,2263,667,138,409,1275,3556,1025,8413,825,261,1174,544,668,560,317
2016-04-16,1347,500,373,21,458,784,645,274,363,383,2680,343,484,927,1145,26,833,126,1920,1640,415,2117,200,5437,153,1337,136,843,412,251,960,912,6543,536,242,826,1461,57,12,177,212,134,209,1474,365,385,446,227,1386,414,272,633,1099,424,1127,331,648,2422,600,3004,2458,2586,4268,2146,30,1450,576,698,5250,2033,277,162,1484,3099,709,4553,5159,1872,2012,9289,733,5818,2135,218,2589,2077,615,96,275,1235,2439,965,5786,687,230,821,549,889,461,185
2016-04-17,1643,651,388,13,496,973,811,377,464,441,2785,228,628,896,1315,8,980,132,1785,1820,426,2583,160,5786,115,1614,79,904,407,306,927,1016,6106,541,227,890,1844,51,7,264,190,173,323,1188,346,411,497,166,1521,507,344,659,1237,400,1098,334,653,2682,591,3224,2826,2298,35244,2272,34,1592,462,729,5633,1878,314,189,1634,3441,711,3964,5609,1862,2214,9949,802,6300,2564,217,2568,2076,599,77,381,1183,2737,977,7222,791,270,907,571,832,438,253
2016-04-18,2149,1010,1316,16,782,1421,991,481,580,628,2851,243,758,1212,1822,32,1103,165,2522,2277,560,2902,247,5350,206,2222,107,905,483,489,1022,1329,8674,601,427,1299,2572,85,15,429,303,199,446,1861,408,417,584,115,1600,496,289,932,1569,568,1395,403,814,3755,681,2824,3034,3043,27809,2429,30,1662,2052,963,7731,2293,433,653,1934,3531,798,3674,6282,1997,2847,16861,875,6869,6540,419,2553,3032,665,123,458,1485,3928,1208,11119,796,323,1077,638,792,615,500
2016-04-19,3180,929,1331,23,692,1449,1095,424,671,647,2814,253,782,1276,1829,20,1055,197,2621,2183,578,2714,191,4989,418,2234,86,1235,538,444,962,1157,7535,577,437,1025,2397,80,12,361,266,195,407,1387,385,380,531,150,1565,424,340,1212,1605,644,1394,451,772,4098,718,2875,2182,6655,22839,2400,51,1668,1378,1042,8024,2386,375,261,1776,3313,909,3880,6466,1649,2633,19831,765,7202,7040,234,2189,2384,604,153,635,1211,4077,1296,11103,750,330,1235,844,747,414,556
2016-04-20,2370,1126,1364,24,639,1329,1102,530,592,716,2522,244,720,1164,2174,20,1241,157,2740,2078,567,2782,227,4526,321,4279,97,1960,511,511,1073,1167,7096,456,601,1079,4457,82,10,331,285,180,478,1141,378,421,551,119,1376,397,342,1210,1544,576,1963,383,753,3857,765,2588,2225,3724,13004,2539,42,1904,669,1066,8130,2213,416,255,1686,3175,855,4483,5958,1493,2608,46345,799,14063,6756,205,1975,2547,605,242,488,1150,4158,1549,10060,841,334,1633,659,666,516,438
2016-04-21,2068,1037,1284,28,770,1842,1266,638,722,665,2254,42813,828,1196,1953,20,1136,170,2614,2125,641,2812,212,4849,255,2331,98,1603,477,518,913,1099,7976,474,518,891,2452,79,14,477,283,150,471,1222,388,356,523,180,1512,445,287,1124,1856,608,1622,433,719,3547,733,2696,3060,3088,9724,2527,31,1541,541,953,7552,3110,389,427,1645,3259,1207,3273,7523,2452,2563,28720,731,12113,6863,203,1941,4863,759,188,483,1034,3960,3274,10123,730,273,1395,658,678,785,289
2016-04-22,127772,826,1066,24,670,1428,946,402,539,630,2255,58879,632,1227,1580,17,1079,146,2792,1846,578,2496,207,5319,243,1631,90,1211,737,512,904,1367,8183,467,407,1139,1760,67,17,350,232,165,374,862,356,407,565,194,1310,380,265,959,1588,537,1402,347,714,3316,732,2820,2902,3740,8002,2349,34,1514,550,834,8449,2169,430,150,1693,3441,731,3243,6869,2228,2276,17434,705,6980,5660,197,2366,2757,927,103,477,956,4041,2220,8124,721,240,1232,582,666,515,252
2016-04-23,2255,518,428,25,390,828,583,288,357,408,2176,24367,514,1101,1862,12,803,136,2209,1500,359,2182,149,5637,299,1122,101,1362,600,374,689,1557,6850,415,299,890,1224,62,13,252,217,129,226,533,266,382,529,268,1152,366,231,942,1120,442,1156,363,673,2650,702,2938,2070,2763,6628,1974,37,1280,434,1325,7030,2713,269,141,1566,3182,590,4106,5662,1588,1810,11483,734,6944,2367,174,2865,4100,620,177,395,1226,2832,1456,6715,669,209,1103,508,704,467,167
2016-04-24,1565,699,385,19,464,987,744,413,615,507,2325,17841,601,944,1391,19,910,144,1675,1779,449,2373,152,5676,232,1210,96,1006,693,679,732,1599,6208,488,309,1111,1347,62,16,284,313,131,371,640,338,532,503,171,1343,387,289,873,1308,519,1183,373,643,2632,690,3072,2130,2711,6433,2124,43,1506,500,962,10309,2346,298,410,1781,3581,675,6038,5976,1751,2028,11995,778,7071,2563,276,2672,3099,697,83,393,1303,2695,1460,7025,739,181,1249,500,630,459,239
2016-04-25,1876,974,1232,19,675,1291,1098,539,737,777,2523,17172,747,1150,1935,19,1305,181,2237,2300,576,3071,167,4873,182,2035,88,982,598,875,879,1769,8043,538,495,2277,2564,74,12,384,300,228,373,1066,534,610,591,166,1492,447,282,1387,4546,812,2403,647,744,3575,723,2839,3445,2770,6385,2460,44,1756,534,1134,27758,2131,461,303,1776,3570,756,7050,6633,1624,2625,16251,763,7182,6278,226,2576,3074,682,114,478,1377,3798,1349,9615,817,302,1455,605,691,482,245
